race,sex,ethnicity,loan_type,loan_purpose,loan_amount,income,debt_to_income,applicant_age,tract_minority_pct,tract_income_pct,loan_approved
White,Male,Not Hispanic or Latino,1,2,15000.0,17.0,38,>74,9.88,69,1
White,Male,Not Hispanic or Latino,1,1,225000.0,939.0,30%-<36%,45-54,13.08,184,1
White,Joint,Not Hispanic or Latino,1,4,55000.0,64.0,>60%,>74,29.98,78,0
White,Female,Not Hispanic or Latino,1,31,65000.0,50.0,20%-<30%,65-74,11.99,68,1
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,45.0,42,55-64,98.78,79,1
White,Joint,Not Hispanic or Latino,1,2,275000.0,263.0,20%-<30%,45-54,12.53,151,1
Black or African American,Male,Not Hispanic or Latino,1,4,75000.0,103.0,49,55-64,29.71,134,1
White,Joint,Not Hispanic or Latino,1,1,755000.0,372.0,20%-<30%,35-44,21.7,159,1
White,Male,Ethnicity Not Available,1,4,25000.0,40.0,50%-60%,55-64,17.3,99,0
White,Male,Not Hispanic or Latino,1,31,45000.0,45.0,20%-<30%,55-64,7.56,94,0
White,Male,Not Hispanic or Latino,1,1,325000.0,76.0,49,25-34,8.19,125,1
White,Male,Not Hispanic or Latino,1,31,115000.0,121.0,49,45-54,10.39,84,1
White,Female,Hispanic or Latino,1,2,25000.0,0.0,>60%,55-64,59.64,94,0
White,Female,Not Hispanic or Latino,1,2,105000.0,87.0,50%-60%,65-74,7.11,110,1
Asian,Male,Not Hispanic or Latino,1,4,65000.0,128.0,42,25-34,18.0,143,1
White,Female,Not Hispanic or Latino,1,1,195000.0,55.0,42,<25,43.25,84,1
White,Joint,Not Hispanic or Latino,1,2,35000.0,233.0,20%-<30%,35-44,12.96,174,0
White,Joint,Not Hispanic or Latino,1,1,425000.0,201.0,50%-60%,55-64,13.99,146,0
White,Male,Not Hispanic or Latino,1,1,255000.0,112.0,20%-<30%,45-54,26.03,24,1
White,Joint,Not Hispanic or Latino,1,31,105000.0,278.0,20%-<30%,35-44,11.6,106,1
White,Male,Not Hispanic or Latino,1,2,45000.0,22.0,>60%,55-64,50.46,66,0
White,Female,Not Hispanic or Latino,1,2,35000.0,66.0,>60%,35-44,14.93,94,0
White,Joint,Not Hispanic or Latino,1,2,65000.0,114.0,43,35-44,67.65,104,1
White,Female,Not Hispanic or Latino,1,2,35000.0,94.0,>60%,45-54,8.61,115,0
White,Joint,Not Hispanic or Latino,1,4,815000.0,184.0,42,45-54,11.44,166,1
White,Female,Not Hispanic or Latino,1,2,35000.0,80.0,50%-60%,45-54,18.3,118,0
White,Joint,Ethnicity Not Available,1,31,55000.0,46.0,20%-<30%,>74,33.52,89,1
White,Female,Ethnicity Not Available,1,4,75000.0,95.0,41,55-64,9.73,127,0
White,Male,Not Hispanic or Latino,1,2,35000.0,118.0,42,45-54,8.31,137,1
White,Joint,Not Hispanic or Latino,1,4,105000.0,36.0,48,65-74,9.84,103,1
White,Male,Not Hispanic or Latino,1,4,95000.0,73.0,>60%,45-54,23.98,331,0
Black or African American,Male,Not Hispanic or Latino,1,2,45000.0,99.0,46,45-54,28.89,164,0
White,Male,Not Hispanic or Latino,1,4,95000.0,321.0,39,25-34,54.6,68,1
White,Female,Not Hispanic or Latino,1,4,25000.0,80.0,40,55-64,25.75,75,0
White,Joint,Not Hispanic or Latino,1,4,55000.0,119.0,47,65-74,22.64,99,0
White,Joint,Not Hispanic or Latino,1,4,105000.0,63.0,49,65-74,8.69,91,1
Asian,Joint,Not Hispanic or Latino,1,2,95000.0,174.0,<20%,>74,43.54,144,0
White,Female,Not Hispanic or Latino,1,1,195000.0,48.0,48,55-64,17.11,148,0
Black or African American,Male,Not Hispanic or Latino,1,1,145000.0,116.0,20%-<30%,35-44,98.97,142,0
White,Joint,Not Hispanic or Latino,1,4,55000.0,159.0,20%-<30%,35-44,19.32,132,1
White,Female,Not Hispanic or Latino,1,1,105000.0,150.0,<20%,35-44,24.33,91,0
White,Female,Not Hispanic or Latino,1,4,35000.0,115.0,50%-60%,45-54,22.6,195,0
White,Female,Not Hispanic or Latino,1,2,105000.0,103.0,20%-<30%,55-64,7.27,100,1
White,Male,Not Hispanic or Latino,1,31,235000.0,103.0,42,45-54,14.17,115,1
White,Female,Ethnicity Not Available,1,2,45000.0,75.0,43,55-64,22.01,84,1
Asian,Female,Not Hispanic or Latino,1,1,315000.0,86.0,49,45-54,11.9,92,1
White,Male,Not Hispanic or Latino,1,2,25000.0,48.0,20%-<30%,35-44,37.54,115,0
White,Female,Not Hispanic or Latino,1,4,35000.0,52.0,<20%,>74,10.88,189,0
White,Male,Not Hispanic or Latino,1,4,25000.0,132.0,20%-<30%,45-54,11.17,111,0
Asian,Male,Not Hispanic or Latino,1,4,35000.0,65.0,>60%,35-44,31.49,137,0
White,Female,Ethnicity Not Available,1,4,95000.0,27.0,42,55-64,11.01,87,1
Black or African American,Male,Ethnicity Not Available,1,2,65000.0,140.0,44,35-44,29.61,0,0
White,Joint,Hispanic or Latino,1,4,105000.0,125.0,44,55-64,23.81,155,1
White,Joint,Not Hispanic or Latino,1,31,35000.0,45.0,30%-<36%,65-74,18.3,118,1
White,Male,Not Hispanic or Latino,1,2,75000.0,90.0,41,55-64,22.64,99,1
White,Female,Not Hispanic or Latino,1,2,45000.0,94.0,50%-60%,45-54,18.3,118,0
White,Male,Not Hispanic or Latino,1,2,55000.0,48.0,20%-<30%,35-44,43.54,144,0
Black or African American,Female,Not Hispanic or Latino,1,31,105000.0,40.0,>60%,65-74,37.89,89,0
White,Male,Not Hispanic or Latino,1,31,25000.0,129.0,20%-<30%,55-64,8.14,116,1
Black or African American,Male,Not Hispanic or Latino,1,1,45000.0,39.0,38,45-54,89.59,102,1
White,Female,Ethnicity Not Available,1,2,35000.0,73.0,45,45-54,23.29,75,1
Asian,Female,Not Hispanic or Latino,1,2,105000.0,119.0,40,35-44,49.38,172,1
White,Joint,Not Hispanic or Latino,1,1,375000.0,105.0,>60%,55-64,21.58,145,0
White,Male,Not Hispanic or Latino,1,2,65000.0,49.0,46,45-54,23.51,146,0
White,Joint,Not Hispanic or Latino,1,32,145000.0,74.0,20%-<30%,65-74,17.46,95,1
Black or African American,Female,Not Hispanic or Latino,1,2,55000.0,130.0,30%-<36%,35-44,92.08,75,0
White,Joint,Not Hispanic or Latino,1,1,305000.0,236.0,20%-<30%,65-74,14.63,113,1
White,Male,Not Hispanic or Latino,1,1,225000.0,120.0,38,55-64,19.14,142,1
White,Joint,Not Hispanic or Latino,1,4,25000.0,61.0,46,65-74,36.15,63,0
White,Joint,Not Hispanic or Latino,1,2,105000.0,17.0,>60%,65-74,24.43,118,0
White,Male,Not Hispanic or Latino,1,1,185000.0,65.0,47,55-64,9.0,42,0
White,Male,Not Hispanic or Latino,1,31,65000.0,126.0,20%-<30%,45-54,49.07,89,1
Asian,Joint,Not Hispanic or Latino,1,1,175000.0,243.0,39,65-74,11.28,85,1
White,Joint,Not Hispanic or Latino,1,4,65000.0,220.0,50%-60%,55-64,24.8,117,0
White,Male,Not Hispanic or Latino,1,2,135000.0,218.0,20%-<30%,45-54,6.55,114,1
White,Joint,Not Hispanic or Latino,1,31,205000.0,148.0,20%-<30%,65-74,51.5,184,1
White,Joint,Not Hispanic or Latino,1,4,55000.0,170.0,50%-60%,55-64,10.83,119,0
White,Female,Not Hispanic or Latino,1,2,45000.0,77.0,50%-60%,45-54,87.55,36,0
White,Female,Not Hispanic or Latino,1,1,265000.0,78.0,39,25-34,25.39,74,1
Black or African American,Male,Not Hispanic or Latino,1,1,105000.0,56.0,39,55-64,18.06,112,0
Black or African American,Female,Not Hispanic or Latino,1,1,65000.0,59.0,49,45-54,43.45,69,0
White,Joint,Not Hispanic or Latino,1,2,95000.0,140.0,44,35-44,7.42,128,1
White,Joint,Not Hispanic or Latino,1,4,65000.0,67.0,>60%,>74,38.4,212,0
Black or African American,Male,Not Hispanic or Latino,1,32,135000.0,61.0,20%-<30%,>74,96.74,85,1
White,Female,Not Hispanic or Latino,1,2,25000.0,22.0,>60%,65-74,94.11,60,0
White,Male,Not Hispanic or Latino,1,4,25000.0,110.0,46,25-34,45.32,66,0
White,Female,Not Hispanic or Latino,1,2,45000.0,34.0,30%-<36%,35-44,19.65,91,0
White,Female,Not Hispanic or Latino,1,4,85000.0,45.0,>60%,35-44,36.91,64,0
White,Male,Not Hispanic or Latino,1,4,25000.0,50.0,30%-<36%,25-34,11.33,123,0
American Indian or Alaska Native,Female,Not Hispanic or Latino,1,31,85000.0,41.0,>60%,45-54,10.96,101,0
White,Male,Not Hispanic or Latino,1,2,215000.0,107.0,50%-60%,35-44,11.16,206,1
White,Joint,Not Hispanic or Latino,1,4,105000.0,60.0,50%-60%,55-64,17.3,99,0
Asian,Male,Not Hispanic or Latino,1,2,85000.0,26.0,>60%,45-54,36.91,64,0
Black or African American,Joint,Not Hispanic or Latino,1,1,135000.0,55.0,20%-<30%,45-54,35.57,59,1
White,Joint,Not Hispanic or Latino,1,4,25000.0,182.0,<20%,45-54,11.17,111,0
White,Joint,Not Hispanic or Latino,1,2,35000.0,233.0,20%-<30%,35-44,12.96,174,0
White,Female,Not Hispanic or Latino,1,4,35000.0,28.0,48,>74,13.97,147,0
White,Female,Hispanic or Latino,1,2,55000.0,40.0,20%-<30%,65-74,12.13,124,1
White,Male,Not Hispanic or Latino,1,2,55000.0,135.0,30%-<36%,35-44,59.92,168,0
White,Joint,Not Hispanic or Latino,1,31,75000.0,50.0,40,65-74,10.59,82,0
White,Male,Not Hispanic or Latino,1,31,105000.0,140.0,<20%,65-74,30.7,141,1
Black or African American,Male,Not Hispanic or Latino,1,2,45000.0,33.0,>60%,55-64,52.35,55,0
White,Male,Ethnicity Not Available,1,2,55000.0,60.0,>60%,25-34,10.34,122,0
White,Female,Ethnicity Not Available,1,2,65000.0,203.0,50%-60%,65-74,16.37,148,0
White,Male,Not Hispanic or Latino,1,4,25000.0,62.0,<20%,55-64,12.87,110,0
White,Female,Not Hispanic or Latino,1,1,225000.0,86.0,20%-<30%,45-54,37.11,70,1
White,Joint,Not Hispanic or Latino,1,31,205000.0,107.0,50%-60%,>74,28.57,207,1
White,Male,Not Hispanic or Latino,1,4,25000.0,110.0,46,25-34,45.32,66,0
Black or African American,Male,Not Hispanic or Latino,1,1,135000.0,29.0,49,25-34,96.84,72,1
Asian,Male,Not Hispanic or Latino,1,4,155000.0,135.0,38,35-44,38.4,212,1
White,Male,Not Hispanic or Latino,1,2,105000.0,100.0,20%-<30%,35-44,11.39,238,0
White,Joint,Not Hispanic or Latino,1,2,35000.0,64.0,45,65-74,10.65,118,0
Black or African American,Female,Ethnicity Not Available,1,4,55000.0,63.0,30%-<36%,65-74,83.09,66,0
White,Sex Not Available,Ethnicity Not Available,1,4,25000.0,60.0,30%-<36%,35-44,44.59,54,0
Black or African American,Male,Not Hispanic or Latino,1,2,65000.0,123.0,48,35-44,97.9,56,0
White,Female,Not Hispanic or Latino,1,2,55000.0,63.0,50%-60%,55-64,11.79,96,1
White,Joint,Not Hispanic or Latino,1,2,155000.0,203.0,>60%,55-64,12.61,83,0
White,Joint,Not Hispanic or Latino,1,2,25000.0,70.0,30%-<36%,35-44,45.32,66,1
White,Male,Not Hispanic or Latino,1,31,205000.0,160.0,42,>74,11.39,238,1
Black or African American,Male,Not Hispanic or Latino,1,31,105000.0,192.0,<20%,55-64,43.51,136,0
Black or African American,Female,Not Hispanic or Latino,1,1,125000.0,79.0,20%-<30%,45-54,90.47,74,1
White,Joint,Not Hispanic or Latino,1,2,205000.0,147.0,39,35-44,10.85,93,0
White,Male,Not Hispanic or Latino,1,4,45000.0,75.0,38,35-44,10.33,115,0
White,Male,Not Hispanic or Latino,1,2,125000.0,95.0,44,35-44,11.44,166,1
White,Male,Not Hispanic or Latino,1,1,175000.0,78.0,20%-<30%,45-54,14.25,150,0
White,Joint,Not Hispanic or Latino,1,4,65000.0,177.0,40,45-54,9.02,111,0
White,Male,Ethnicity Not Available,1,2,155000.0,280.0,30%-<36%,45-54,9.48,78,0
White,Male,Not Hispanic or Latino,1,31,105000.0,160.0,<20%,65-74,9.22,179,1
White,Joint,Not Hispanic or Latino,1,1,225000.0,119.0,20%-<30%,25-34,44.8,44,0
Black or African American,Male,Not Hispanic or Latino,1,31,75000.0,69.0,38,>74,22.64,99,0
Black or African American,Male,Not Hispanic or Latino,1,1,25000.0,38.0,20%-<30%,45-54,96.84,72,0
White,Male,Not Hispanic or Latino,1,1,215000.0,65.0,44,<25,44.52,184,1
White,Female,Not Hispanic or Latino,1,1,165000.0,85.0,30%-<36%,25-34,33.29,179,1
White,Female,Not Hispanic or Latino,1,4,25000.0,50.0,30%-<36%,55-64,30.83,57,0
White,Joint,Hispanic or Latino,1,2,55000.0,135.0,20%-<30%,35-44,48.49,128,1
White,Female,Not Hispanic or Latino,1,2,45000.0,63.0,46,>74,42.93,128,0
White,Joint,Not Hispanic or Latino,1,4,25000.0,45.0,>60%,25-34,23.28,101,0
Asian,Female,Not Hispanic or Latino,1,1,285000.0,88.0,30%-<36%,25-34,28.01,73,1
Black or African American,Female,Not Hispanic or Latino,1,1,325000.0,73.0,41,45-54,94.09,40,0
White,Joint,Ethnicity Not Available,1,1,365000.0,115.0,43,55-64,15.7,158,1
White,Joint,Not Hispanic or Latino,1,1,445000.0,171.0,39,55-64,7.93,119,1
White,Male,Not Hispanic or Latino,1,4,85000.0,224.0,50%-60%,25-34,5.21,103,0
White,Joint,Not Hispanic or Latino,1,1,155000.0,98.0,42,65-74,5.12,85,1
White,Female,Not Hispanic or Latino,1,2,25000.0,33.0,49,>74,32.04,79,1
White,Joint,Not Hispanic or Latino,1,1,205000.0,52.0,38,25-34,58.02,59,1
White,Joint,Ethnicity Not Available,1,31,155000.0,170.0,20%-<30%,65-74,11.39,238,0
White,Sex Not Available,Not Hispanic or Latino,1,1,145000.0,50.0,20%-<30%,25-34,54.26,105,1
White,Joint,Joint,1,2,105000.0,198.0,50%-60%,55-64,10.39,84,0
White,Male,Not Hispanic or Latino,1,1,175000.0,74.0,41,35-44,41.75,72,1
White,Joint,Not Hispanic or Latino,1,31,255000.0,90.0,37,>74,19.61,97,1
Asian,Female,Ethnicity Not Available,1,1,135000.0,31.0,48,25-34,34.78,96,1
Black or African American,Female,Not Hispanic or Latino,1,1,75000.0,29.0,45,35-44,98.15,67,1
Asian,Female,Not Hispanic or Latino,1,2,75000.0,141.0,39,25-34,21.56,135,0
Black or African American,Female,Not Hispanic or Latino,1,31,25000.0,47.0,40,65-74,90.47,74,0
White,Joint,Joint,1,2,75000.0,173.0,41,35-44,25.48,208,1
White,Joint,Not Hispanic or Latino,1,4,565000.0,274.0,38,65-74,55.65,42,1
White,Female,Not Hispanic or Latino,1,31,105000.0,49.0,47,65-74,8.23,116,1
White,Male,Not Hispanic or Latino,1,2,205000.0,153.0,45,45-54,24.71,180,1
Black or African American,Female,Not Hispanic or Latino,1,1,105000.0,43.0,20%-<30%,<25,98.76,84,1
Black or African American,Female,Not Hispanic or Latino,1,2,45000.0,23.0,>60%,>74,67.37,50,0
White,Joint,Ethnicity Not Available,1,1,25000.0,59.0,20%-<30%,65-74,41.59,65,0
White,Joint,Joint,1,2,75000.0,325.0,44,55-64,7.45,127,1
Black or African American,Female,Not Hispanic or Latino,1,2,105000.0,92.0,30%-<36%,45-54,67.46,56,1
White,Joint,Not Hispanic or Latino,1,4,105000.0,204.0,20%-<30%,45-54,23.91,99,1
White,Joint,Not Hispanic or Latino,1,1,705000.0,674.0,20%-<30%,>74,10.01,142,0
White,Female,Not Hispanic or Latino,2,1,195000.0,59.0,49,25-34,75.73,80,0
White,Female,Not Hispanic or Latino,1,1,145000.0,99.0,<20%,55-64,32.66,53,1
White,Male,Not Hispanic or Latino,1,4,45000.0,100.0,42,45-54,14.42,79,1
White,Joint,Not Hispanic or Latino,1,2,55000.0,60.0,44,65-74,31.98,147,1
Black or African American,Joint,Not Hispanic or Latino,1,4,35000.0,93.0,>60%,65-74,17.3,176,0
Asian,Male,Ethnicity Not Available,1,2,95000.0,41.0,>60%,45-54,46.06,153,0
White,Joint,Not Hispanic or Latino,1,1,185000.0,449.0,30%-<36%,25-34,34.11,166,1
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,70.0,20%-<30%,35-44,92.45,53,0
White,Female,Not Hispanic or Latino,1,2,55000.0,113.0,50%-60%,35-44,44.55,142,0
Black or African American,Male,Not Hispanic or Latino,1,4,35000.0,58.0,<20%,35-44,20.15,82,0
Black or African American,Male,Ethnicity Not Available,1,4,25000.0,30.0,<20%,35-44,55.47,40,0
White,Joint,Not Hispanic or Latino,1,4,65000.0,167.0,49,35-44,8.6,125,0
White,Joint,Not Hispanic or Latino,1,4,55000.0,74.0,20%-<30%,35-44,27.47,80,0
White,Male,Not Hispanic or Latino,1,4,65000.0,200.0,20%-<30%,35-44,74.46,80,0
Black or African American,Female,Not Hispanic or Latino,1,1,395000.0,189.0,44,55-64,10.11,166,1
White,Joint,Not Hispanic or Latino,1,1,165000.0,40.0,20%-<30%,65-74,46.73,126,1
White,Female,Not Hispanic or Latino,1,1,105000.0,124.0,20%-<30%,45-54,12.62,239,1
White,Female,Not Hispanic or Latino,1,31,155000.0,130.0,50%-60%,65-74,13.73,140,0
American Indian or Alaska Native,Male,Hispanic or Latino,1,2,35000.0,98.0,50%-60%,25-34,96.74,85,0
Asian,Female,Not Hispanic or Latino,1,2,75000.0,62.0,50%-60%,45-54,40.66,91,0
White,Joint,Not Hispanic or Latino,1,31,105000.0,158.0,42,65-74,14.91,134,0
White,Joint,Not Hispanic or Latino,1,4,975000.0,231.0,>60%,65-74,12.35,97,0
Black or African American,Female,Not Hispanic or Latino,1,1,155000.0,108.0,38,55-64,97.66,66,1
Black or African American,Male,Not Hispanic or Latino,1,1,55000.0,15.0,>60%,45-54,98.23,0,0
White,Female,Not Hispanic or Latino,1,31,55000.0,32.0,46,>74,21.99,95,0
White,Male,Not Hispanic or Latino,1,4,65000.0,110.0,49,55-64,22.58,72,1
Black or African American,Male,Not Hispanic or Latino,1,1,105000.0,33.0,39,65-74,75.2,101,0
White,Joint,Not Hispanic or Latino,1,31,105000.0,61.0,37,>74,67.76,105,1
White,Female,Ethnicity Not Available,1,4,105000.0,38.0,>60%,45-54,17.46,95,0
White,Male,Not Hispanic or Latino,1,1,75000.0,57.0,20%-<30%,>74,5.89,102,1
White,Male,Ethnicity Not Available,1,1,255000.0,105.0,30%-<36%,35-44,88.78,49,1
White,Male,Not Hispanic or Latino,1,4,105000.0,64.0,45,>74,30.75,158,0
White,Joint,Free Form Text Only,1,31,35000.0,150.0,<20%,65-74,11.39,238,1
White,Joint,Not Hispanic or Latino,1,2,105000.0,220.0,20%-<30%,45-54,18.04,154,1
White,Joint,Not Hispanic or Latino,1,2,25000.0,136.0,30%-<36%,45-54,11.8,97,1
White,Joint,Not Hispanic or Latino,1,1,655000.0,178.0,49,65-74,18.34,95,1
White,Joint,Not Hispanic or Latino,1,31,105000.0,134.0,20%-<30%,65-74,37.62,134,1
Black or African American,Female,Not Hispanic or Latino,1,1,125000.0,57.0,39,25-34,63.22,152,1
White,Male,Not Hispanic or Latino,1,2,125000.0,108.0,50%-60%,45-54,22.69,67,1
White,Male,Not Hispanic or Latino,1,1,135000.0,68.0,20%-<30%,25-34,37.18,56,1
White,Male,Not Hispanic or Latino,1,4,45000.0,55.0,>60%,55-64,28.58,97,0
White,Male,Not Hispanic or Latino,1,2,65000.0,101.0,39,35-44,29.01,148,1
Black or African American,Male,Not Hispanic or Latino,1,2,25000.0,67.0,20%-<30%,55-64,90.77,30,0
White,Joint,Not Hispanic or Latino,1,2,155000.0,183.0,39,35-44,5.85,115,0
White,Joint,Joint,1,1,365000.0,171.0,42,35-44,10.95,97,1
White,Joint,Not Hispanic or Latino,1,4,615000.0,668.0,<20%,45-54,19.06,94,1
White,Joint,Not Hispanic or Latino,1,4,55000.0,70.0,30%-<36%,45-54,43.82,131,0
White,Joint,Not Hispanic or Latino,1,1,1065000.0,449.0,43,35-44,17.12,234,1
White,Female,Not Hispanic or Latino,1,1,85000.0,38.0,20%-<30%,25-34,98.82,61,1
Black or African American,Female,Not Hispanic or Latino,1,31,155000.0,0.0,>60%,55-64,78.89,127,0
White,Female,Not Hispanic or Latino,1,2,45000.0,113.0,44,25-34,9.63,110,1
White,Female,Not Hispanic or Latino,1,4,25000.0,85.0,36,45-54,21.63,135,0
White,Male,Not Hispanic or Latino,1,2,105000.0,124.0,46,35-44,34.93,130,1
Black or African American,Female,Not Hispanic or Latino,1,2,75000.0,75.0,30%-<36%,35-44,72.46,30,0
Black or African American,Female,Not Hispanic or Latino,1,1,5000.0,78.0,<20%,35-44,97.07,52,1
White,Male,Not Hispanic or Latino,1,4,105000.0,40.0,44,65-74,9.98,131,1
Black or African American,Male,Not Hispanic or Latino,1,2,75000.0,50.0,49,45-54,43.77,96,1
White,Joint,Ethnicity Not Available,1,1,505000.0,300.0,36,55-64,13.42,84,1
White,Male,Not Hispanic or Latino,1,2,25000.0,26.0,<20%,25-34,11.56,61,0
Black or African American,Male,Not Hispanic or Latino,1,2,35000.0,75.0,50%-60%,55-64,19.83,176,0
White,Female,Not Hispanic or Latino,1,31,75000.0,68.0,>60%,45-54,8.75,123,0
White,Male,Not Hispanic or Latino,1,2,55000.0,49.0,20%-<30%,55-64,56.41,71,0
White,Male,Not Hispanic or Latino,1,2,45000.0,56.0,39,25-34,6.98,101,1
White,Joint,Not Hispanic or Latino,1,31,45000.0,137.0,20%-<30%,45-54,17.37,99,1
White,Joint,Not Hispanic or Latino,1,31,105000.0,54.0,50%-60%,65-74,12.21,115,1
Asian,Female,Not Hispanic or Latino,1,2,115000.0,140.0,30%-<36%,25-34,50.5,142,1
White,Male,Not Hispanic or Latino,1,4,75000.0,130.0,48,35-44,6.38,111,0
Black or African American,Joint,Not Hispanic or Latino,1,1,95000.0,276.0,20%-<30%,35-44,50.19,179,1
White,Female,Not Hispanic or Latino,1,4,35000.0,187.0,20%-<30%,35-44,19.83,176,1
White,Female,Not Hispanic or Latino,1,2,35000.0,73.0,46,35-44,10.98,116,1
White,Female,Not Hispanic or Latino,1,31,35000.0,50.0,>60%,25-34,24.61,76,0
White,Male,Not Hispanic or Latino,1,1,275000.0,70.0,38,<25,10.19,117,1
White,Male,Not Hispanic or Latino,1,2,55000.0,696.0,<20%,35-44,12.27,128,0
Black or African American,Male,Not Hispanic or Latino,1,1,135000.0,73.0,44,35-44,84.14,69,1
White,Joint,Not Hispanic or Latino,1,31,135000.0,133.0,45,45-54,13.22,131,1
Black or African American,Male,Not Hispanic or Latino,1,2,255000.0,80.0,49,>74,18.27,200,1
White,Male,Not Hispanic or Latino,1,2,225000.0,127.0,>60%,45-54,29.01,148,0
White,Male,Not Hispanic or Latino,1,31,135000.0,70.0,>60%,45-54,20.17,85,0
White,Male,Ethnicity Not Available,1,2,105000.0,41.0,46,65-74,51.5,184,1
White,Sex Not Available,Not Hispanic or Latino,1,2,25000.0,11.0,30%-<36%,65-74,42.36,75,0
Asian,Male,Ethnicity Not Available,1,1,165000.0,53.0,30%-<36%,35-44,40.96,72,1
White,Male,Not Hispanic or Latino,1,2,25000.0,152.0,48,25-34,34.34,111,1
White,Joint,Not Hispanic or Latino,1,31,55000.0,50.0,39,65-74,12.2,135,1
White,Male,Not Hispanic or Latino,1,1,245000.0,58.0,43,35-44,27.85,80,1
White,Female,Not Hispanic or Latino,1,2,25000.0,137.0,50%-60%,35-44,12.86,108,0
White,Joint,Not Hispanic or Latino,1,31,105000.0,126.0,30%-<36%,>74,7.44,150,1
White,Sex Not Available,Ethnicity Not Available,1,4,85000.0,161.0,42,45-54,9.1,114,0
White,Joint,Not Hispanic or Latino,1,4,55000.0,373.0,41,25-34,10.22,158,0
White,Joint,Not Hispanic or Latino,1,4,255000.0,364.0,30%-<36%,55-64,27.92,207,1
Asian,Joint,Not Hispanic or Latino,1,4,85000.0,191.0,50%-60%,55-64,46.91,176,0
White,Male,Not Hispanic or Latino,1,2,45000.0,16.0,49,>74,25.79,85,1
White,Sex Not Available,Ethnicity Not Available,1,4,155000.0,161.0,49,45-54,9.1,114,0
White,Male,Ethnicity Not Available,1,2,255000.0,50.0,>60%,65-74,34.93,130,0
Black or African American,Female,Not Hispanic or Latino,1,2,75000.0,115.0,>60%,65-74,22.91,131,0
White,Joint,Not Hispanic or Latino,1,31,505000.0,282.0,41,45-54,14.8,145,1
White,Female,Not Hispanic or Latino,1,1,305000.0,178.0,20%-<30%,45-54,7.65,106,1
White,Joint,Not Hispanic or Latino,1,31,105000.0,183.0,20%-<30%,>74,45.68,100,1
White,Joint,Ethnicity Not Available,1,2,65000.0,102.0,41,35-44,6.24,59,1
Asian,Female,Ethnicity Not Available,1,1,225000.0,43.0,49,25-34,44.8,44,1
White,Male,Not Hispanic or Latino,1,1,105000.0,138.0,50%-60%,65-74,18.49,114,1
White,Joint,Not Hispanic or Latino,1,1,525000.0,220.0,20%-<30%,35-44,24.71,180,1
Black or African American,Male,Not Hispanic or Latino,1,2,25000.0,65.0,37,45-54,17.67,91,0
White,Male,Ethnicity Not Available,1,2,55000.0,89.0,30%-<36%,45-54,10.84,115,1
White,Male,Not Hispanic or Latino,1,4,285000.0,687.0,39,55-64,16.14,222,1
White,Joint,Not Hispanic or Latino,1,31,215000.0,78.0,>60%,65-74,14.93,139,0
White,Female,Not Hispanic or Latino,1,1,335000.0,87.0,50%-60%,35-44,47.04,110,0
White,Male,Not Hispanic or Latino,3,1,355000.0,93.0,40,35-44,8.96,122,1
White,Joint,Not Hispanic or Latino,1,31,65000.0,69.0,41,65-74,22.43,115,1
White,Joint,Not Hispanic or Latino,1,4,155000.0,364.0,30%-<36%,55-64,12.2,135,1
White,Male,Not Hispanic or Latino,1,4,55000.0,30.0,30%-<36%,>74,13.52,85,0
